,,guzdagenesis,12.0289,1.0144,1.0145,10,12.0289
,,guzdmgenesis,1.0001,0.4500,0.4501,0.1,1.0001
,,guztigenesis,249.0144,119.5072,119.5072,10,249.0144
,,gu2dkgenesis,40000.0000,19995.0000,19995.0000,10,40000.0000
,,gu2tegenesis,8.5492,3.2746,3.2746,2,8.5492
,,gu2tqgenesis,3192.4864,1591.2432,1591.2432,10,3192.4864
,,gu3tigenesis,80.6114,35.3057,35.3057,10,80.6114
,,gu3tmgenesis,576.9945,283.4972,283.4973,10,576.9945
,,gu3togenesis,2144.1857,1067.0928,1067.0929,10,2144.1857
,,gu4dggenesis,306.7945,148.3972,148.3973,10,306.7945
,,gu4tcgenesis,306.6945,148.3472,148.3473,10,306.6945
,,gu4tggenesis,7124.9470,3557.4735,3557.4735,10,7124.9470
,,gu4togenesis,613.5890,301.7945,301.7945,10,613.5890
,,gyytigenesis,61.3589,25.6794,25.6795,10,61.3589
,,gyytsgenesis,1383.2991,686.6495,686.6496,10,1383.2991
,,gyzdcgenesis,13.0498,1.5249,1.5249,10,13.0498
,,gyzdggenesis,40000.0000,19995.0000,19995.0000,10,40000.0000
,,gyzdogenesis,164.0303,77.0151,77.0152,10,164.0303
,,gyzdqgenesis,460.3133,225.1566,225.1567,10,460.3133
,,gyztmgenesis,200.8782,95.4391,95.4391,10,200.8782
,,gyztqgenesis,6135.8903,3062.9451,3062.9452,10,6135.8903
,,gy2togenesis,1.0001,0.4500,0.4501,0.1,1.0001
,,gy2tsgenesis,621.2541,305.6270,305.6271,10,621.2541
,,gy3dsgenesis,8321.4112,4155.7056,4155.7056,10,8321.4112
,,gy3tcgenesis,1352.5211,671.2605,671.2606,10,1352.5211
,,gy4tcgenesis,5.1881,1.5940,1.5941,2,5.1881
,,gy4tegenesis,2009.6122,999.8061,999.8061,10,2009.6122
,,g4ydegenesis,2442.8621,1216.4310,1216.4311,10,2442.8621
,,g4ydqgenesis,14.3427,2.1713,2.1714,10,14.3427
,,g4ydsgenesis,36.3589,13.1794,13.1795,10,36.3589
,,g4ytcgenesis,13283.5469,6636.7734,6636.7735,10,13283.5469
,,g4ytogenesis,1.2587,0.5793,0.5794,0.1,1.2587
,,g4zdsgenesis,7431.6696,3710.8348,3710.8348,10,7431.6696
,,g4ztggenesis,4.4041,1.2020,1.2021,2,4.4041
,,g4ztigenesis,40000.0000,19995.0000,19995.0000,10,40000.0000
,,g42tigenesis,1.0001,0.4500,0.4501,0.1,1.0001
,,g42tkgenesis,10.6586,4.3293,4.3293,2,10.6586
,,g43tagenesis,1.2283,0.5641,0.5642,0.1,1.2283
,,g43tsgenesis,16.8016,3.4008,3.4008,10,16.8016
,,g44dggenesis,101.2422,45.6211,45.6211,10,101.2422
,,g44tagenesis,3521.8381,1755.9190,1755.9191,10,3521.8381
,,g44tcgenesis,18.4077,4.2038,4.2039,10,18.4077
,,g44tqgenesis,3.5890,0.7945,0.7945,2,3.5890
,,g44tsgenesis,22.3001,6.1500,6.1501,10,22.3001
,,haydagenesis,20286.5001,10138.2500,10138.2501,10,20286.5001
,,haydcgenesis,184.1216,87.0608,87.0608,10,184.1216
,,haydigenesis,10075.0478,5032.5239,5032.5239,10,10075.0478
,,haydkgenesis,1191.5765,590.7882,590.7883,10,1191.5765
,,haydogenesis,11986.9249,5988.4624,5988.4625,10,11986.9249
,,haytegenesis,626.6898,308.3449,308.3449,10,626.6898
,,haytggenesis,10686.1104,5338.0552,5338.0552,10,10686.1104
,,hazdggenesis,131.4050,60.7025,60.7025,10,131.4050
,,hazdqgenesis,74.8001,32.4000,32.4001,10,74.8001
,,haztsgenesis,8.7746,3.3873,3.3873,2,8.7746
,,ha2dggenesis,3.1168,0.5584,0.5584,2,3.1168
,,ha2tegenesis,13.0514,1.5257,1.5257,10,13.0514
,,ha2tsgenesis,1.5222,0.7111,0.7111,0.1,1.5222
,,ha3dogenesis,153.3972,71.6986,71.6986,10,153.3972
,,ha3tcgenesis,221.4596,105.7298,105.7298,10,221.4596
,,ha3tggenesis,4699.5401,2344.7700,2344.7701,10,4699.5401
,,ha4degenesis,1.7946,0.8473,0.8473,0.1,1.7946
,,ha4dogenesis,85.8584,37.9292,37.9292,10,85.8584
,,ha4tigenesis,299.8923,144.9461,144.9462,10,299.8923
,,heydggenesis,65.0874,27.5437,27.5437,10,65.0874
,,heydsgenesis,4182.1799,2086.0899,2086.0900,10,4182.1799
,,hezdegenesis,400.0001,195.0000,195.0001,10,400.0001
,,hezdggenesis,6.7945,2.3972,2.3973,2,6.7945
,,heztmgenesis,1400.1645,695.0822,695.0823,10,1400.1645
,,heztogenesis,1.0000,0.4500,0.4500,0.1,1.0000
,,he2dqgenesis,398.8328,194.4164,194.4164,10,398.8328
,,he2tagenesis,411.1752,200.5876,200.5876,10,411.1752
,,he2tggenesis,5195.6743,2592.8371,2592.8372,10,5195.6743
,,he2togenesis,600.1396,295.0698,295.0698,10,600.1396
,,he2tqgenesis,23.7599,6.8799,6.8800,10,23.7599
,,he2tsgenesis,2204.0921,1097.0460,1097.0461,10,2204.0921
,,he3dcgenesis,11500.5408,5745.2704,5745.2704,10,11500.5408
,,he3digenesis,4308.4448,2149.2224,2149.2224,10,4308.4448
,,he3dkgenesis,115.8135,52.9067,52.9068,10,115.8135
,,he3dmgenesis,3000.7851,1495.3925,1495.3926,10,3000.7851
,,he3dogenesis,10.0001,4.0000,4.0001,2,10.0001
,,he3tagenesis,1.9001,0.9000,0.9001,0.1,1.9001
,,he3tsgenesis,550.9550,270.4775,270.4775,10,550.9550
,,he4dggenesis,1.0001,0.4500,0.4501,0.1,1.0001
,,he4digenesis,736.3068,363.1534,363.1534,10,736.3068
,,he4dogenesis,44.0303,17.0151,17.0152,10,44.0303
,,he4tagenesis,69.3141,29.6570,29.6571,10,69.3141
,,he4tcgenesis,96.6403,43.3201,43.3202,10,96.6403
,,he4tkgenesis,123.4855,56.7427,56.7428,10,123.4855
,,he4tmgenesis,2515.6149,1252.8074,1252.8075,10,2515.6149
,,geydanqgenes,71.7132,30.8566,30.8566,10,71.7132
,,geydcmygenes,6687.8340,3338.9170,3338.9170,10,6687.8340
,,geydcnagenes,92.0383,41.0191,41.0192,10,92.0383
,,geydcnigenes,110.0812,50.0406,50.0406,10,110.0812
,,geydemagenes,1496.8690,743.4345,743.4345,10,1496.8690
,,geydemygenes,232.5508,111.2754,111.2754,10,232.5508
,,geydenagenes,923.0112,456.5056,456.5056,10,923.0112
,,geydenygenes,1.4155,0.6577,0.6578,0.1,1.4155
,,geydgmigenes,101.8091,45.9045,45.9046,10,101.8091
,,geydgnqgenes,302.7573,146.3786,146.3787,10,302.7573
,,geydimagenes,1.4303,0.6651,0.6652,0.1,1.4303
,,geydimigenes,200.7945,95.3972,95.3973,10,200.7945
,,geydinqgenes,20.4837,5.2418,5.2419,10,20.4837
,,geydioagenes,1000.1789,495.0894,495.0895,10,1000.1789
,,geydkmagenes,3122.3248,1556.1624,1556.1624,10,3122.3248
,,b1,40000.0000,19995.0000,19995.0000,10,40010.0000
,,gmgenesis111,3.2926,0.6463,0.6463,2,5.2926
,,gugenesis111,1536.0688,763.0344,763.0344,10,1546.0688
,,gygenesis111,2580.9968,1285.4984,1285.4984,10,2590.9968
,,hagenesis111,10000.0066,4995.0033,4995.0033,10,10010.0066
,,hegenesis111,40000.0000,19995.0000,19995.0000,10,40010.0000
,,geyagenesis1,16823.5733,8406.7866,8406.7867,10,16833.5733
,,ge2agenesis1,2.4402,1.1701,1.1701,0.1,2.5402
,,gi3agenesis1,106.5694,48.2847,48.2847,10,116.5694
,,gm2qgenesis1,8.1313,3.0656,3.0657,2,10.1313
,,gq3agenesis1,20961.6925,10475.8462,10475.8463,10,20971.6925
,,gq4agenesis1,900.0361,445.0180,445.0181,10,910.0361
,,gq4qgenesis1,1157.8557,573.9278,573.9279,10,1167.8557
,,guyagenesis1,4.8027,1.4013,1.4014,2,6.8027
,,guzqgenesis1,597.2978,293.6489,293.6489,10,607.2978
,,gu2agenesis1,173.2552,81.6276,81.6276,10,183.2552
,,gu2qgenesis1,1.6624,0.7812,0.7812,0.1,1.7624
,,gu3agenesis1,33.7847,11.8923,11.8924,10,43.7847
,,gyyagenesis1,6136.8918,3063.4459,3063.4459,10,6146.8918
,,g4yagenesis1,6.0291,2.0145,2.0146,2,8.0291
,,ha3qgenesis1,2021.4324,1005.7162,1005.7162,10,2021.4324
,,ha4agenesis1,8509.4671,4249.7335,4249.7336,10,8509.4671
,,hezqgenesis1,500.9334,245.4667,245.4667,10,500.9334
,,b1,40000.0000,19995.0000,19995.0000,10.0000,40010.0000
,,gmgenesis111,3.2926,0.6463,0.6463,2.0000,5.2926
,,gugenesis111,1536.0688,763.0344,763.0344,10.0000,1546.0688
,,gygenesis111,2580.9968,1285.4984,1285.4984,10.0000,2590.9968
,,hagenesis111,10000.0066,4995.0033,4995.0033,10.0000,10010.0066
,,hegenesis111,40000.0000,19995.0000,19995.0000,10.0000,40010.0000
,,geyagenesis1,16823.5733,8406.7866,8406.7867,10.0000,16833.5733
,,ge2agenesis1,2.4402,1.1701,1.1701,0.1000,2.5402
,,gi3agenesis1,106.5694,48.2847,48.2847,10.0000,116.5694
,,gm2qgenesis1,8.1313,3.0656,3.0657,2.0000,10.1313
,,gq3agenesis1,20961.6925,10475.8462,10475.8463,10.0000,20971.6925
,,gq4agenesis1,900.0361,445.0180,445.0181,10.0000,910.0361
,,gq4qgenesis1,1157.8557,573.9278,573.9279,10.0000,1167.8557
,,guyagenesis1,4.8027,1.4013,1.4014,2.0000,6.8027
,,guzqgenesis1,597.2978,293.6489,293.6489,10.0000,607.2978
1,EOS5cujNHGMYZZ2tgByyNEUaoPLFhZVmGXbZc9BLJeQkKZFqGYEiQ,b1,40000.0000,19995.0000,19995.0000,10.0000,40010.0000
2,EOS7zn6v2KMbcGzb2KumkWZuws73qeneJ5N32fiS8ZGZZZvHoRrjm,gmgenesis111,3.2926,0.6463,0.6463,2.0000,5.2926
3,EOS5ddoxYRDrNgssueFXvN66p1wWBW3KwBNgBdmUoWAofu5AK3Jrv,gugenesis111,1536.0688,763.0344,763.0344,10.0000,1546.0688
4,EOS5KFXy8LiruGAQqY1pzwp5GqCaUkpMivSkpQfu3Rgg78QyFRHmA,gygenesis111,2580.9968,1285.4984,1285.4984,10.0000,2590.9968
5,EOS5tRjHNDPMxQfmejsGzNyQHRBiLAYEU7YZLfyHjvygnmmAUfYpX,hagenesis111,10000.0066,4995.0033,4995.0033,10.0000,10010.0066
6,EOS5C6LCQPAiRFZdx2kaywtEKAXJmDnGQwWoqkGJeyeRTJuJSVR2w,hegenesis111,40000.0000,19995.0000,19995.0000,10.0000,40010.0000
7,EOS6H8Uu5PQ5FLNig89JbkKjBSeAvZT2WkxAyB5x3MGoXEWtYhDdi,geyagenesis1,16823.5733,8406.7866,8406.7867,10.0000,16833.5733
8,EOS6hUkxr1go7HpMBi9CKnM7aoHxpVrQKUHVHeJtfhkvpMfp7gm9n,ge2agenesis1,2.4402,1.1701,1.1701,0.1000,2.5402
9,EOS5z7Fx9AM2sXsWogJ7acDuYPsCFKxjHovVXF3RmaGpyu5m2Ti6Q,gi3agenesis1,106.5694,48.2847,48.2847,10.0000,116.5694
10,EOS8TgBB5cJS2RFKA8zmyH9HmbmFtwV1nMdxotD3Bfo6wVmbjd76T,gm2qgenesis1,8.1313,3.0656,3.0657,2.0000,10.1313
11,EOS6CRJR9Ey8BJrZ8MBsjcjfMxaU7wWYVi8mHbfK4jovkuWimJMNT,gq3agenesis1,20961.6925,10475.8462,10475.8463,10.0000,20971.6925
12,EOS67zCKPyzQhC3RYUf3DTgtvQQnzyZCoEEAS8yJRKSxugnzBDazi,gq4agenesis1,900.0361,445.0180,445.0181,10.0000,910.0361
13,EOS56wGjKcNsRBLaPFXpMtz7JvALvmT9ys5g9XXRFb5Hgevgynq2c,gq4qgenesis1,1157.8557,573.9278,573.9279,10.0000,1167.8557
14,EOS6JFViTSaHrUi94ggiYSsypuhgQ4tVES68GFTnVvjYshb62Pi6L,guyagenesis1,4.8027,1.4013,1.4014,2.0000,6.8027
15,EOS6vMu9sBHBjcDYP91xWPHPwwBVsHbiSA5tdrwLjViPuyyJSdtGC,guzqgenesis1,597.2978,293.6489,293.6489,10.0000,607.2978
16,EOS7ApU39j6P989ThNwwQXErB5kQhhs2hRBzT76BWD3yQch1RND29,gu2agenesis1,173.2552,81.6276,81.6276,10.0000,183.2552
17,EOS5h4DLoL9b3HUGRbKUKa1ZaK2Kb1joXHMJff2BgMdQRp5hJDYXr,gu2qgenesis1,1.6624,0.7812,0.7812,0.1000,1.7624
18,EOS8YqdKufA6WchnJS8jjsvRVeL9KHo7oAZK9fcdpkJ2S81qSB8w5,gu3agenesis1,33.7847,11.8923,11.8924,10.0000,43.7847
19,EOS6vs9C67utAJFptG5BbYw5vSPD4NGrXzo6Y8NsMtqFkBFPH2KhT,gyyagenesis1,6136.8918,3063.4459,3063.4459,10.0000,6146.8918
20,EOS7nmUD2ghnE4tCABNCbx4bHH3ZcsU1Y1sMHAphsGPGoAaTdjFks,g4yagenesis1,6.0291,2.0145,2.0146,2.0000,8.0291
1,EOS5cujNHGMYZZ2tgByyNEUaoPLFhZVmGXbZc9BLJeQkKZFqGYEiQ,b1,40000.0000,19995.0000,19995.0000,10.0000,40010.0000
2,EOS7zn6v2KMbcGzb2KumkWZuws73qeneJ5N32fiS8ZGZZZvHoRrjm,gmgenesis111,3.2926,0.6463,0.6463,2.0000,5.2926
3,EOS5ddoxYRDrNgssueFXvN66p1wWBW3KwBNgBdmUoWAofu5AK3Jrv,gugenesis111,1536.0688,763.0344,763.0344,10.0000,1546.0688
4,EOS5KFXy8LiruGAQqY1pzwp5GqCaUkpMivSkpQfu3Rgg78QyFRHmA,gygenesis111,2580.9968,1285.4984,1285.4984,10.0000,2590.9968
5,EOS5tRjHNDPMxQfmejsGzNyQHRBiLAYEU7YZLfyHjvygnmmAUfYpX,hagenesis111,10000.0066,4995.0033,4995.0033,10.0000,10010.0066
6,EOS5C6LCQPAiRFZdx2kaywtEKAXJmDnGQwWoqkGJeyeRTJuJSVR2w,hegenesis111,40000.0000,19995.0000,19995.0000,10.0000,40010.0000
7,EOS6H8Uu5PQ5FLNig89JbkKjBSeAvZT2WkxAyB5x3MGoXEWtYhDdi,geyagenesis1,16823.5733,8406.7866,8406.7867,10.0000,16833.5733
8,EOS6hUkxr1go7HpMBi9CKnM7aoHxpVrQKUHVHeJtfhkvpMfp7gm9n,ge2agenesis1,2.4402,1.1701,1.1701,0.1000,2.5402
9,EOS5z7Fx9AM2sXsWogJ7acDuYPsCFKxjHovVXF3RmaGpyu5m2Ti6Q,gi3agenesis1,106.5694,48.2847,48.2847,10.0000,116.5694
10,EOS8TgBB5cJS2RFKA8zmyH9HmbmFtwV1nMdxotD3Bfo6wVmbjd76T,gm2qgenesis1,8.1313,3.0656,3.0657,2.0000,10.1313
11,EOS6CRJR9Ey8BJrZ8MBsjcjfMxaU7wWYVi8mHbfK4jovkuWimJMNT,gq3agenesis1,20961.6925,10475.8462,10475.8463,10.0000,20971.6925
12,EOS67zCKPyzQhC3RYUf3DTgtvQQnzyZCoEEAS8yJRKSxugnzBDazi,gq4agenesis1,900.0361,445.0180,445.0181,10.0000,910.0361
13,EOS56wGjKcNsRBLaPFXpMtz7JvALvmT9ys5g9XXRFb5Hgevgynq2c,gq4qgenesis1,1157.8557,573.9278,573.9279,10.0000,1167.8557
14,EOS6JFViTSaHrUi94ggiYSsypuhgQ4tVES68GFTnVvjYshb62Pi6L,guyagenesis1,4.8027,1.4013,1.4014,2.0000,6.8027
15,EOS6vMu9sBHBjcDYP91xWPHPwwBVsHbiSA5tdrwLjViPuyyJSdtGC,guzqgenesis1,597.2978,293.6489,293.6489,10.0000,607.2978
16,EOS7ApU39j6P989ThNwwQXErB5kQhhs2hRBzT76BWD3yQch1RND29,gu2agenesis1,173.2552,81.6276,81.6276,10.0000,183.2552
17,EOS5h4DLoL9b3HUGRbKUKa1ZaK2Kb1joXHMJff2BgMdQRp5hJDYXr,gu2qgenesis1,1.6624,0.7812,0.7812,0.1000,1.7624
18,EOS8YqdKufA6WchnJS8jjsvRVeL9KHo7oAZK9fcdpkJ2S81qSB8w5,gu3agenesis1,33.7847,11.8923,11.8924,10.0000,43.7847
19,EOS6vs9C67utAJFptG5BbYw5vSPD4NGrXzo6Y8NsMtqFkBFPH2KhT,gyyagenesis1,6136.8918,3063.4459,3063.4459,10.0000,6146.8918
20,EOS7nmUD2ghnE4tCABNCbx4bHH3ZcsU1Y1sMHAphsGPGoAaTdjFks,g4yagenesis1,6.0291,2.0145,2.0146,2.0000,8.0291
21,EOS4xcuSVLpmUK47uRb1rfFAwCArvFLXoXh2XtUs8Bs2w883RbFut,ha3qgenesis1,2021.4324,1005.7162,1005.7162,10.0000,2021.4324
22,EOS7YdR5TYP4FB3LKioZC4y7FRdhvhaeV68rrP73UCap7g1CMfVeo,ha4agenesis1,8509.4671,4249.7335,4249.7336,10.0000,8509.4671
23,EOS6y3arGmuT29aVab6AZs4w51VQTktPbsJrBAQ9vyVopDzHLTind,hezqgenesis1,500.9334,245.4667,245.4667,10.0000,500.9334
24,EOS4vpdodkWAxGEgXP9cqUFeN4F56Kw7T2qu1A5ygHXLK9KPGCgB7,he3agenesis1,141.9001,65.9500,65.9501,10.0000,141.9001
25,EOS8GVSKdoExDkEn38rHrLz2mDZZTNPK9RBvA48y2iKvwaGjGavHu,geydogenesis,808.8714,399.4357,399.4357,10.0000,808.8714
26,EOS8MUV6gcJbPCNnmyEaG1ofatrP6cmeoZjcyWTHJHuiFAZBZgt8e,geytmgenesis,20.3530,5.1765,5.1765,10.0000,20.3530
27,EOS7mGh8jJnRqB2rULaL6t8LBeZvmthXvMcKfGnWMNi8Zbi453BUT,ge2digenesis,1388.4504,689.2252,689.2252,10.0000,1388.4504
28,EOS785kh9d1yHxhCgim2Z27dpo3UVGCUGdNenQmHuYVN8TKE1CL6V,ge2dkgenesis,3.3000,0.6500,0.6500,2.0000,3.3000
29,EOS6XXiJ5eVUFdWjeSDyLnMMSBRfeCs6srZczDSUApmh62dpo2BfY,ge2dmgenesis,611.7185,300.8592,300.8593,10.0000,611.7185
30,EOS8crDrkvJK2qhFzciHpVtuvCT2JHQFZM4nrXTGvuTdhbie7Vh3P,ge2tagenesis,105.0000,47.5000,47.5000,10.0000,105.0000
31,EOS5s7vNu1gRbBtSxuzqqst9fddNRSBdTmZmNYN4EKL12Jv3HEJnh,ge3digenesis,201.9355,95.9677,95.9678,10.0000,201.9355
32,EOS6K6Pe1AUkj3iU2BxCgpXzsCy7REQmz1wr2VuoHpTXPVaMFtKDF,ge3dmgenesis,1000.5425,495.2712,495.2713,10.0000,1000.5425
33,EOS8THb59Zm39YBfx2PSQb1ji6P2tgd4Mahcu69RCmiCkGkEShUWn,ge3tagenesis,9.9905,3.9952,3.9953,2.0000,9.9905
34,EOS6WdawGE1Cega9sCW97WBjE4YgeggWWf5RsqrSVR5QY8A7cp8T3,ge3tegenesis,500.0000,245.0000,245.0000,10.0000,500.0000
35,EOS51SD85j2xzgKFbK9FbCDC7ugz2BPEc3C3uyXW4a1CnzWgBfVUn,ge4dggenesis,3.0679,0.5339,0.5340,2.0000,3.0679
36,EOS5i9GqvyqVdtJ4HVC9CKDbZijSNeC6bt7z3tkFF17ckryTzE6hr,ge4dogenesis,168.0305,79.0152,79.0153,10.0000,168.0305
37,EOS6VViQc6LwEqRSiHfBm2SBXSxYYjCemqeJnYP4uyLWm69VxcJoH,ge4dsgenesis,378.1324,184.0662,184.0662,10.0000,378.1324
38,EOS5Zkgs58xktgTRjcR446eQQerxsERdNQC9CZXuGa3yt6tLDPf2Q,ge4tmgenesis,3.0346,0.5173,0.5173,2.0000,3.0346
39,EOS8Avqvbmj2hQfx8YZh8BQg87DRV6ipieDQyV8Yngq6V4SzFoUeq,giydggenesis,4639.7513,2314.8756,2314.8757,10.0000,4639.7513
40,EOS8ZJGyPHw9GrUTfLj7j5NoCWFSQYyXJezN7ezhW9agcZSpKU1js,giydmgenesis,36.3565,13.1782,13.1783,10.0000,36.3565
41,EOS6SxNZGKZPjmVma3UNfNsgWXDkZ1AHk5iPAiTjozcfx9ekjHvtc,giytigenesis,2.1876,1.0438,1.0438,0.1000,2.1876
42,EOS6cJUwq5RNdupiTr3WHQeJo4Nt5LVXYtWWWnhzpskeZ8MF4qrJm,gizdogenesis,10078.5738,5034.2869,5034.2869,10.0000,10078.5738
43,EOS7F2XYebB9cZCoyuSTcThSUngVndrVZ31Vbe8ZkcRKbJnnAtjfn,giztagenesis,9.9170,3.9585,3.9585,2.0000,9.9170
44,EOS8j5We5t9yMKtKqaQm6xvKR8ebPNMq2qDgvVJZK4dWPUZteuS12,giztcgenesis,400.0001,195.0000,195.0001,10.0000,400.0001
45,EOS6vS9Bo5wCQeMmQTDfuko7UQDqiQaKE77E5s6t9NVPv1gtLbHZo,giztegenesis,1432.6267,711.3133,711.3134,10.0000,1432.6267
46,EOS6CTF6pucWK7jnTf42fun7SUrzygJVhd7guSTjtb1tJ1po2Mzp5,giztsgenesis,63.6460,26.8230,26.8230,10.0000,63.6460
47,EOS7EQh2Dy9AnLHJ2dq4VTDJ8dJ5zjrq7fGaKkkQyemkvtKinjwHb,gi2tqgenesis,1.3432,0.6216,0.6216,0.1000,1.3432
